time_utc,timestamp,side,price,size,usd_volume,q_yes,q_no,exposure,locked_pnl,tx_hash,outcome
2025-12-12T22:00:41,1765576841,YES,0.51,13.0,6.63,13.0,0,6.63,-6.63,0xf6e34d3d880aec962a958662f125085138d9395ddf13ae7924238f139e0b5c91,up
2025-12-12T22:00:41,1765576841,YES,0.5,20.0,10.0,33.0,0,16.63,-16.63,0x0c531e8956e965fda87c817c1e3709400feb779a7453de0ef7ff54b14d6f4a2c,up
2025-12-12T22:00:41,1765576841,YES,0.5,20.0,10.0,53.0,0,26.63,-26.63,0xe65819d9c532d4cb8148001ff4c6d95407464180357ce995e46a6448a2da977a,up
2025-12-12T22:00:41,1765576841,NO,0.52,2.27,1.1804000000000001,53.0,2.27,27.810399999999998,-25.540399999999998,0x004a77fc4ff85c96ead2fac2071eaecd1595754039411e0ad88a90c06cc74e8a,down
2025-12-12T22:00:41,1765576841,YES,0.5,20.0,10.0,73.0,2.27,37.8104,-35.5404,0xe6f37ce7bcce2f1cd1e4c20502b21fa4a9fc70a3a2647944e165e89bbca68c37,up
2025-12-12T22:00:41,1765576841,YES,0.49,10.0,4.9,83.0,2.27,42.7104,-40.4404,0x65f90f58d637f0340e6e7675bc021c1ca7496408d016e762d8362ef7555a6b67,up
2025-12-12T22:00:41,1765576841,YES,0.52,10.0,5.2,93.0,2.27,47.9104,-45.6404,0x6b42397d2afeec59f9ff2dc7d00a261b4b80bae4b2db5677fca3436314120084,up
2025-12-12T22:00:41,1765576841,YES,0.5075,20.0,10.149999999999999,113.0,2.27,58.0604,-55.7904,0x534906263618f2f538ab033d139b1db9b2a4363197366472bb381ae936b7ef1a,up
2025-12-12T22:00:41,1765576841,YES,0.51,6.0,3.06,119.0,2.27,61.120400000000004,-58.8504,0x2cb80cc5930e36496486662100fd0a392661880da4559da6987e8c5f4b706b9d,up
2025-12-12T22:00:43,1765576843,YES,0.52,8.0,4.16,127.0,2.27,65.2804,-63.0104,0xb0a5b25399d18e546c29bc66b692bcb72a8ad20e36a5c71e84d81848e38894ff,up
2025-12-12T22:00:43,1765576843,YES,0.52,15.0,7.800000000000001,142.0,2.27,73.0804,-70.8104,0x30d984191d76b195cb4cd5f37c2fb310ad2fcf4f7bde046dcf4e9f3a778f8a90,up
2025-12-12T22:00:43,1765576843,YES,0.52,5.0,2.6,147.0,2.27,75.68039999999999,-73.4104,0x06be9751fa498e0e12eec9d0f279d7d22a95ac242dd105d730aafbed98d532be,up
2025-12-12T22:00:43,1765576843,YES,0.52,20.0,10.4,167.0,2.27,86.0804,-83.8104,0xadbbcab8cf49ed38cb5e8194d0cebdcb781e43170ba35f66bdefa8534db101ac,up
2025-12-12T22:00:43,1765576843,NO,0.4899999994654545,56.122447,27.499999,167.0,58.392447000000004,113.580399,-55.187951999999996,0xa0de96e3adb67fd23ba7924d0275a2fd7fa3be073b0b4ecfd4ea257aa949ca8d,down
2025-12-12T22:00:43,1765576843,YES,0.51,495.7,252.807,662.7,58.392447000000004,366.38739899999996,-307.99495199999996,0x0a14241a50f89472e81ebdd1a5d4a0c6c5c1c4df36ea2a582490d52120cdbee9,up
2025-12-12T22:00:43,1765576843,NO,0.48999982849988855,2.040815,0.999999,662.7,60.433262000000006,367.38739799999996,-306.95413599999995,0x92a5a60f76376d27d0c7ef359f0b34771cfed364d6d541890b23efa61d334817,down
2025-12-12T22:00:43,1765576843,YES,0.5199999817543848,19.730768,10.259998999999999,682.4307680000001,60.433262000000006,377.64739699999996,-317.21413499999994,0xcf1c352dafd0ad6991bb79816db7427d0d8ba55a63148d6961c7bdf8e5ec8c38,up
2025-12-12T22:00:43,1765576843,NO,0.49,5.0,2.45,682.4307680000001,65.43326200000001,380.09739699999994,-314.66413499999993,0xb55c19ef2d2217fd48940e25dad4896b686d838b16abb507cfda66e60daed91f,down
2025-12-12T22:00:43,1765576843,YES,0.52,20.0,10.4,702.4307680000001,65.43326200000001,390.4973969999999,-325.0641349999999,0x226f5e26be31fdf4725def01989d9512482276f41a4abebc4095a27b2d8fba12,up
2025-12-12T22:00:45,1765576845,YES,0.52,17.0,8.84,719.4307680000001,65.43326200000001,399.3373969999999,-333.9041349999999,0x8f1043a85564059fdaedfa43b7aae0d886e72fe79b1cfbad7bbc1d1fbc4ed6af,up
2025-12-12T22:00:45,1765576845,YES,0.53,5.0,2.6500000000000004,724.4307680000001,65.43326200000001,401.9873969999999,-336.55413499999986,0x41ac077aeb64b6a80e7b755bc06cc97a6d3335145815713b5a45a0c07cce62ce,up
2025-12-12T22:00:45,1765576845,NO,0.48999999387499976,40.816325,19.999999,724.4307680000001,106.24958700000002,421.9873959999999,-315.73780899999986,0x2332eb888ad44162a81262ae33519eb8367d01c87e764ecdcbbdd823d7d12a1f,down
2025-12-12T22:00:45,1765576845,NO,0.49,5.0,2.45,724.4307680000001,111.24958700000002,424.43739599999986,-313.18780899999985,0xfdae474bf107aa0a0ce477854803e354b293aff0e3ca9a0405165860d6f27d74,down
2025-12-12T22:00:45,1765576845,NO,0.47999998079999695,10.416665,4.999999,724.4307680000001,121.66625200000001,429.43739499999987,-307.7711429999998,0x94c979ebc983c77a0da78b96513cd4be39ba482cc91c31adeaddf3888d044100,down
2025-12-12T22:00:45,1765576845,NO,0.49,5.0,2.45,724.4307680000001,126.66625200000001,431.88739499999986,-305.22114299999987,0x9777a0021ab7739a97d3467355dffa7930f5f0e8eb1d444d68bc34daff114740,down
2025-12-12T22:00:45,1765576845,NO,0.49,7.0,3.4299999999999997,724.4307680000001,133.66625200000001,435.31739499999986,-301.6511429999998,0x25775a5fbe2306e4d7119dddd69937dd4ff4e8ea197cb1e0048c535e35f6e9fa,down
2025-12-12T22:00:45,1765576845,NO,0.48,5.0,2.4,724.4307680000001,138.66625200000001,437.71739499999984,-299.0511429999998,0xf0c6fe455af59678424341af5df6e9c6a4be542365c0d1af54ba7b078498bf77,down
2025-12-12T22:00:45,1765576845,YES,0.52,261.44,135.9488,985.870768,138.66625200000001,573.6661949999998,-434.9999429999998,0xf5ca6fe89dd2ae686ee83a2e9bd934d71e6fe222676f3c0c808935223d39c042,up
2025-12-12T22:00:45,1765576845,YES,0.52,15.0,7.800000000000001,1000.870768,138.66625200000001,581.4661949999997,-442.79994299999976,0x9d36fd33974c7810d3f0c4dea6bc5e10091434e182121f73e807ac35317c0cd7,up
2025-12-12T22:00:47,1765576847,NO,0.47,5.0,2.3499999999999996,1000.870768,143.66625200000001,583.8161949999998,-440.1499429999998,0x16f79bd94d0d47fc5cc95007fa1a6662819f66bade154340a47858da98c57e25,down
2025-12-12T22:00:47,1765576847,YES,0.54,15.0,8.100000000000001,1015.870768,143.66625200000001,591.9161949999998,-448.2499429999998,0x48dfbc8186490db3deea5c4ec3cc42aba4c6e739e9d9ad03fe75711c94449f37,up
2025-12-12T22:00:47,1765576847,NO,0.47,5.0,2.3499999999999996,1015.870768,148.66625200000001,594.2661949999998,-445.5999429999998,0x5ddc2082652085a73b160e1a72591d7954c86dca33ca9442a74e38663bcbb708,down
2025-12-12T22:00:47,1765576847,NO,0.47,10.63,4.9961,1015.870768,159.296252,599.2622949999998,-439.9660429999998,0x17487082ea3c09bdffb6d4619756ed322bdb3b0666b70ac4ff445aff2088a311,down
